Address,MENTO based on locked CELO,MENTO based on cStables balances,MENTO based on cStables volumes,total_distributed
0x0051edc304e10f3389d3bc4947e808d5ce7c4492,,,171.41445398701475,171.41445398701475
0x005202c66d9af3c66a58a265357698672a01891b,,,228.89438808817067,228.89438808817067
0x0058563f33cd99bfeeebf5621d333610cf839ccc,,328.33640125803646,,328.33640125803646
0x0059fa5cbeba2cb31c49201a7b503911f00162e0,3253.342578115773,,,3253.342578115773
0x005a86aacd9061cac68a5f29b6e6afcf82f196f4,,817.9984126063179,,817.9984126063179
0x005c535e3f18ebf87a34d1ccb3ef13ac2156168b,,,162.2785211024067,162.2785211024067
0x005d45b906e7d92c7639dd1d5395bcf7585835b6,,951.0485921294501,231.95826646833873,1183.0068585977888
0x005d73b70d5bcd7661db591e898d843bb676d17b,,,536.6133430353578,536.6133430353578
0x005f8cf064362ecb47e1df54330bac017a9ea927,,,1344.3133912142132,1344.3133912142132
0x006052577148274f71c4cca7b0bc073693a8c2e5,,1419.8078662635055,237.40879521894882,1657.2166614824544
0x0060eda3ad62e6d4c449716f55f4dd51fa410f8b,,,189.2734664058013,189.2734664058013
0x0064517fcd50dffdcf9aa853a2a3056831747837,,412.6559441366216,,412.6559441366216
0x006727868ed1b88c0dd1c89286da306c80363c91,,871.9620648938007,871.873063014592,1743.8351279083927
0x00672d04af04b82a039437c846962e11b28b4dd4,4681.7717030993645,,,4681.7717030993645
0x0067a8003a5c6cad6fce03c25589ebb9c38c1492,,617.0488558293305,351.8959868294181,968.9448426587486
0x00694448f46a9f41660d537b869a348c9dc1e5c8,3882.4984471202715,,,3882.4984471202715
0x006ac3ab82f42f902575fc8d43649a0eda1c1ef0,,471.9980314490533,642.7521492424062,1114.7501806914595
0x006b3963a1addb67108e626d73c82e4a8a2afbf0,,,278.88083821847215,278.88083821847215
0x006c10bace689fd1121ad5d204bfc1e7e881f2e4,2857.381965472645,,,2857.381965472645
0x0071013a72757fb9ad3bf70560ea6044b4795917,,1258.2450566503571,604.84569962111,1863.0907562714672
0x00718b886b758070bf0c06d132d82a391eb7588b,,,194.3419152026689,194.3419152026689
0x0072f7eb38025526663ea7ce1dc5ace57e688c52,,1455.3903395579562,871.2153764183098,2326.605715976266
0x0074338d83561139847d2dc64e754a516273f51a,,,164.19343859713268,164.19343859713268
0x0074b8781bb1fef4b3acac9afde28ab5b50267e5,,414.4525613907692,,414.4525613907692
0x0075172fd222716e7ed4d3382c54a8a35713ad9d,,,167.68894470819782,167.68894470819782
0x00751d4e4861adffdddfca5ec27703797a3b9349,10579.255026085768,,967.2293056528077,11546.484331738575
0x0077801931481ea6436dba14459d9066ed96ac65,,,168.9559029421246,168.9559029421246
0x0077dd5c5de9bce018bf9cdddf4fc1f72ed07f84,,,200.41543885941277,200.41543885941277
0x0078588c041e1232e034f6d7799d6f8ab1eed99c,,,159.80816673425574,159.80816673425574
0x00799459ff993decd59d17895a40780e4c69d3f3,,,175.1192804798769,175.1192804798769
0x007bfabc97f602edd8bb07e7df7a78b63e9b5593,,,379.9172809322299,379.9172809322299
0x007c6db935f4982f80d45d15145f1a806bdbd8c3,,,736.9358310881029,736.9358310881029
0x007e930a947cafd8dc09b4105846d3a89d6ad1cd,,,168.92161854518918,168.92161854518918
0x0080fba755c457b17e241727d32fdb84a8505b26,8386.964300901076,,,8386.964300901076
0x0081a552a65b857295df9474315d05f52bde6391,,,182.4116256974453,182.4116256974453
0x008238f4d4b37d15b8a8353a3b5fce5d5d4c1b67,,376.1121592210435,,376.1121592210435
0x0086eca7a03d907f643f30d36d2105ba0f853953,,,216.29745673596074,216.29745673596074
0x0089180828c6ad20818afb297fd073263a88db69,,339.9434035856035,,339.9434035856035
0x008a17c67624059165608800eb6fed124f22511d,,,206.11546185247283,206.11546185247283
0x008b7b67bdf2255f560961cce8135cfad34eea04,,,529.8195589980786,529.8195589980786
0x008c4456873595149874eabde5e09bd2142c24b6,,,493.92975955209704,493.92975955209704
0x008c4cae8ccba60e0c6c2c1f85fc26b113b0058e,,343.1707672129673,,343.1707672129673
0x008c90fed013cf06dd75a50fdbe69be514a4810c,,,424.080340628347,424.080340628347
0x008f8d5a1580be7564eb00655db48d9cfed415ec,,,232.17421558661735,232.17421558661735
0x00964bb483a3bf16cec8001f1d26408e04b8bee5,,,509.2407118894375,509.2407118894375
0x00976d2dffc091f281cf2160e0775bac1b1b97c4,,,481.3218025580989,481.3218025580989
0x0098708e22e78151aa5ef23a12e92405d8258d0c,,,328.1131578983898,328.1131578983898
0x0098d9bd248febe92c7b9248cce68d1a1615b53b,2178.318477713199,,,2178.318477713199
0x0099063435fc2688aac2f7b782cef61a42e5d615,,,202.56322502799267,202.56322502799267
0x00996b356d8e14280c3cc79558616377882a2055,,,405.34817743362896,405.34817743362896
0x009a506b4b66618c3980e46673c65fd2525ea30d,,,288.85212065868626,288.85212065868626
0x009b384585f373ea883c3848940840acb996a3be,,,211.63459306791398,211.63459306791398
0x009c1977a264e661dad53a4572f39c5a3ef898fe,,,200.48828067495742,200.48828067495742
0x009cc05fdbab4bc5b5d1e4aca0bfa3b6df933523,,,262.00260612161554,262.00260612161554
0x009ce828f77157e7c54b7d2c5d04267434e8677d,,,174.02460899550945,174.02460899550945
0x009e44e1e57f082c12d315fd1746ef7edb6ec2d0,,,275.40219063666524,275.40219063666524
0x009ec617ee284c7d3f9f1245a87417aaaed9845a,1255.7693649558366,,,1255.7693649558366
0x009ed8b09f82d1baeef7fa10642fafc42fdfb0ac,,,187.29250752491885,187.29250752491885
0x00a06adf9db180fb1db1b59ace955bf531b5c682,,,173.84014302151928,173.84014302151928
0x00a07fc180349b54739665a1826736d95f0df124,,,241.35029000138886,241.35029000138886
0x00a087519ac7c9a23a3a0b3a01fd8f6b06a8c5dd,,,379.4403998732729,379.4403998732729
0x00a33f77b5c7e89e88b8479d77eef1b854e72b14,,627.923452488249,215.85604528954653,843.7794977777955
0x00a393b08889b7220952aca3fe0514a7f677294b,,1560.8722044443389,244.8455903717972,1805.7177948161361
0x00a562e857c4ac67505032fda9a134d7eb74c618,,954.8776843931388,354.2732543933294,1309.1509387864683
0x00a599ce6e94490d4dd6567f3ef99fffddec9ba1,,,503.8921248555881,503.8921248555881
0x00a5af2d7da07df76073a6f478f0fb4942d2659a,,,645.4088636354625,645.4088636354625
0x00a771d92f15e32644beee0aadb2dac7acb35919,,354.2265618314775,,354.2265618314775
0x00a7f8220cd713c3e9f26a3dea72275a6577d44a,,,168.92455974060275,168.92455974060275
0x00aa96ca245f8c2afb54c684e64a68b1c9217265,,354.19321046024845,,354.19321046024845
0x00aad8e512e6139ba231557d9f582a1209849db6,,,361.8971091080648,361.8971091080648
0x00ad9f3f2fcacdf60085b56cea6dcfdae40b6362,,1478.5692385328941,603.7476881096059,2082.3169266425
0x00b0448214948531f737378c03d1a257dd993870,,,514.3766740440328,514.3766740440328
0x00b223a25c18caddf729a79e8901c0fb94d89456,,,190.91605211569723,190.91605211569723
0x00b6635c3a18a4d25e89dc87f3a24c39efd80592,,2220.2629029735217,405.9315551608023,2626.194458134324
0x00b7a6f178bfc503cca6d919ef34c21620f52aab,,,271.82261492893747,271.82261492893747
0x00b7c84dbbd871a8eb209138174d1ef378f015a0,,,224.33266365182945,224.33266365182945
0x00b8bf51578865a98c64cf713f6b6129505da036,,483.1442469967944,770.3245315633892,1253.4687785601836
0x00bdaf14d8ffa5795a809be4124b9bcc58a2abe1,,463.91346511269614,331.91489891729816,795.8283640299943
0x00bdc5a7e9cc168f6d6ae7c1f1b668a3f80c96aa,,,232.24110748054125,232.24110748054125
0x00bf261f431d5012bb64c099dbf0028666e644b0,,,178.72503162374974,178.72503162374974
0x00bf7d6e0460d8ddf835d4f6388f8a43f85d306b,,,492.2763256126764,492.2763256126764
0x00bfb5d2befee8c90698b390fc833968e446c7bf,,,238.13388650043527,238.13388650043527
0x00c089d3fab483ff9e196cf9102700529c8193f6,,,264.36787274182313,264.36787274182313
0x00c1b86d27ac0e5fa2bd87721e8594a9929eba5b,,,270.939123839617,270.939123839617
0x00c1ec7bec6d5264198be79d05782d1d95c4d1d8,,,213.9402995868314,213.9402995868314
0x00c385e4fb62736863b1c1a430ac636c1c94ef95,,,346.2480910397576,346.2480910397576
0x00c44e063d7a421c39400a9d2e5dbda816d80861,,554.844771101045,,554.844771101045
0x00c57dd7fa60c6a8eb85597153358101a728e0a6,,,271.8029213641698,271.8029213641698
0x00c9b68c0e47d5e0e7cc09f75fe4906053754e20,,,269.6685422299781,269.6685422299781
0x00cae832a93331dd0aae1934d3a52df9af7e4b00,,1487.9137450145902,278.14014877070997,1766.0538937853003
0x00cf40c279fd6102cf84a8f7b2f21e7a9be6d421,,,159.28951159803174,159.28951159803174
0x00cfa7be14d3618c8011f94581388650380389d1,,,208.5407482290753,208.5407482290753
0x00d00f74219b234152a51e74500f1a2358e31089,,,385.44872725022435,385.44872725022435
0x00d0e9a5e41fef100be10937c91a588f043f3f9d,,,234.2475196505643,234.2475196505643
0x00d26ed806b0bc3a6ada504d8e8766aed2889f8f,,,160.32347697135768,160.32347697135768
0x00d354e78705ec43936dc37be39bc5f1f3585cf9,,,1083.7096910202101,1083.7096910202101
0x00d4006951ef5654bb801488c55fd2b1f62d62b4,,,343.51952111730486,343.51952111730486
0x00d44ca1abcc4b763003e45bc228da33a8704a7e,2392.5582759727786,472.6280607198401,,2865.1863366926186
0x00d524ee6ccc82b19d8fba682955fed96c73e397,,,200.68795379113487,200.68795379113487
0x00d8c5c83e339ac63263794b7dafe5346dd25542,1926.039165669473,,,1926.039165669473
0x00d9d8de58121fa3b1aa86f003abccadeed04906,,,508.43659041430385,508.43659041430385
0x00dc1896d54a12bb0d6c5994a32da42382b00c5f,,,214.3252625007271,214.3252625007271
0x00de5f6a023cb7fd2d448ce33bd484f6f2a60d70,,,1589.609181440595,1589.609181440595
0x00df99e12315cac90f49527b07d753b7fe9faccd,,575.509348880223,,575.509348880223
0x00dffdf305db0699d73244bf53b1dcdf6ada4a1e,,568.3972428575065,,568.3972428575065
0x00ea6056ab62b84e6190ab5a931b60559e6747f8,4190.754053956327,,,4190.754053956327
0x00eb634a79cb4ed102be603843057ba7cef2da87,,,563.0283399808401,563.0283399808401
0x00ebd97c519ec67fbb4df311086234662c4fe4f1,,372.20710305221564,,372.20710305221564
0x00ec482c21eb1fe4fea761ea9a8d8fde0f29d26c,,,737.8307505964453,737.8307505964453
0x00ecbfc480ae6a67c099d4e165f8da368adb686c,2260.663918793507,,,2260.663918793507
0x00ecc17dbfd3249c9828b765314efd3d545f4342,3746.1109716031133,,,3746.1109716031133
0x00ee17e45c612fa8d9c06278208f7420665fd482,,1513.2986015115255,501.6987322551384,2014.9973337666638
0x00ef1fc1c3f5546fdb6951617f5fee20d34cb5c4,,519.222555761873,312.688020972726,831.910576734599
0x00f0ae7760f9dadaeef4e8ad8f43e86a7bfafdf2,,,441.55027857549624,441.55027857549624
0x00f0c727a5c82b5a9e5a740740c397472bbb0311,,361.47975132051783,351.3364384460205,712.8161897665384
0x00f155127da3429595fbbc90698e02901fc712c5,,489.7263257625539,483.1663879079159,972.8927136704699
0x00f26cd96ae4890c0b4ed211f28605c64cc6e8fc,,,213.39288142319393,213.39288142319393
0x00f4baa24fce30a20dc40c2a129d9a04d930589c,,394.9504345768522,380.9731756689206,775.9236102457728
0x00f7c943ce5ea71376ade87fd5766899580ae14b,,,165.9072992796289,165.9072992796289
0x00f8fd934b550e76b0fb5091c37040c3cac6979a,,604.5658466472632,432.5235525710423,1037.0893992183055
0x00f9b3abdaa17720e1b1800070ff2a6778c7ef22,,,446.8180179220523,446.8180179220523
0x00fa41e4b758ed829b517ef55dcd00a5fb4dfc0d,,357.656259610086,,357.656259610086
0x00fb2875ee242ca2a6eda735ff20f8adbfd583e7,,379.06480012484053,,379.06480012484053
0x00fcad795d8a753c9064126b78cf0330436da09b,,,237.37768386852292,237.37768386852292
0x00fdab7e8060335ebaf138a27535c97da6506a3e,,,168.92169345738753,168.92169345738753
0x00fed273dc914b19f8e7d391f6b19f8e82c14ecc,,,561.189283388963,561.189283388963
0x0100d97b122bce9553fc684f5ab0ae1e521206b7,,456.72969287812344,604.7743911990294,1061.5040840771528
0x0101dc6e00ecb4c26e6db7daf7f96b4180ef3c02,,,1617.6397559776462,1617.6397559776462
0x01035fa7c0bc3a9ff9709e922ade68c1efd96f33,,,439.9509385685082,439.9509385685082
0x01039ec31a223e7e39540277a49f97c607bbe2dd,,,503.5694739414952,503.5694739414952
0x0103fb28631fdf85c4d183b8a7203ec118f79224,,,219.14128519703124,219.14128519703124
0x01088805575d725601e316812fc2aad71fb9e7a7,1833.1310216003515,,,1833.1310216003515
0x0108933d33cdd68066aca7933394970f3161e06d,,,275.3971466999861,275.3971466999861
0x0109c61850873df9454f139ac53152d2bf357011,,,236.24722631545873,236.24722631545873
0x0109e01e8f90553f2dc34f40243ecef1ecbbc282,,848.856122819187,615.5707754490853,1464.4268982682725
0x010a5fc6f4632e04aad3f7022969825beda43a12,,,411.915518664923,411.915518664923
0x010a8213e9feeeb81d3b7241327a40a28829f2ac,,,194.49444885185198,194.49444885185198
0x010b1ba0f3334ab72fc6ae80f6f14bc1b2a68bb1,,,194.10446026293846,194.10446026293846
0x010c105f889f1db357af9a8ac6573ce0caffad76,1637.513344508391,,,1637.513344508391
0x010fec4907b7a98538e73e4ace672729dba2fa04,,460.6068722993356,495.62457672997465,956.2314490293102
0x0113331bf9887563cb4b5b71d3cb3a6c04ae530d,,,183.55085403972922,183.55085403972922
0x0115e266cec0e41b1d0acff12f8620d6b9b18132,,,357.07480271054345,357.07480271054345
0x011634adf1385466008f057ac07ef8a0daa3a927,,,370.2918860871281,370.2918860871281
0x01167501b6eba6742e2ce06bbe177b3f41c4c64f,,,243.71843441085147,243.71843441085147
0x01168549d064ce90d10df3dd63803fd0f8834112,,428.79097529754733,,428.79097529754733
0x0116b58865098607b28ab63b41b92555a91e7989,,,160.97097448889366,160.97097448889366
0x011754ac0dccd63f0668b6382f0783c9dea3e94b,,,304.88924954245,304.88924954245
0x0117ce17bc661d9bc331a328dc57c05d99b087d3,,,429.9812067938525,429.9812067938525
0x011cdd4307efa3b75d3cd17eb9ea3e236518727c,,,182.34097261563107,182.34097261563107
0x011d19410fc79f140c08ffa8301e4153f17f4e27,,407.3513341352703,1689.3970593570168,2096.748393492287
0x011dc1272cd8ece385af2836ef165bab6485ec2e,,,168.7996576506646,168.7996576506646
0x011e7b66c0e8b1ae6606e2ac38ea26c6c0397af3,,,252.3447487047128,252.3447487047128
0x011f1ca0cef724a54920679be5881709b333a8ce,,380.8015897970938,737.6592078876373,1118.460797684731
0x012010f0c55b31a6e1376510b1f718726deef9b8,,371.8284497644941,,371.8284497644941
0x0120414533402ffadb35f4bebcde47e145d792f2,,619.2896369411795,384.3722725840887,1003.6619095252682
0x01214a5fc2c2eed1c51cac1b8f595e8567316358,,,462.24024401654674,462.24024401654674
0x01218461ee35f4b624691e55f8146963e272b7d9,,,628.5101139905174,628.5101139905174
0x0122a600f719fd52880c8a2005e12eb76578062e,,,253.92183364579995,253.92183364579995
0x0125b909e597ac53ad2da3cf25e04df3b84f127a,,,272.00167750685665,272.00167750685665
0x0126f50ed8bce68cb71a6ad71d810e3222ec2257,,417.43558551451616,,417.43558551451616
0x012a16cf852b446b5ccbebc3d6586b0d3b4ee7af,,,182.8081881370247,182.8081881370247
0x012a912143eacce2af7cbfc99f47473183074708,6270.932799538497,,,6270.932799538497
0x012dbe007ec398f78963c78f9dfd8a9c701d5aa2,,459.62240929036267,,459.62240929036267
0x012e396e40e4ca725bd9f49126094bd2534cf2f3,,,492.49403832237715,492.49403832237715
0x012f6b3ccf306f5e661506ca987ff6ead65e49ba,3002.0977411054473,,,3002.0977411054473
0x01323509c281031c2e06d8d7435ae4d9044f5ed3,,,252.49209423438447,252.49209423438447
0x0133a07105a0960dcf61257d749a490bb36a473f,,,161.56783663881689,161.56783663881689
0x0134a4036243c0839f00df0f5b0858f34da7c898,,376.7695084130052,,376.7695084130052
0x0134e0e2c3ce4388695ff25d67933fb258737190,,1595.3601904074676,179.4765561967592,1774.8367466042268
0x0135958d26d156289c640acefda907599e5db3a6,,,459.73803247511154,459.73803247511154
0x0135ec550f21dcbbc79c2997e02c55d54bbc5b7a,,489.58310911428464,,489.58310911428464
0x01360f0516a333827b8e4d7a58c209159329e312,,,162.40647790237838,162.40647790237838
0x0137bc50b43052e15fc443cfe352ceb621db71b5,1560.3079866278629,,,1560.3079866278629
0x013ae8b78e56ad6c69cec383ea863875752cbab5,,,253.59460441442874,253.59460441442874
0x013cd1c14421b7c2be2ca6da0660f29d0e2a1154,4686.3090327587615,,,4686.3090327587615
0x013e3debbeaf6c5f40b4a2efe975bb135ba33f55,,353.5760961312508,,353.5760961312508
0x013e41cb4f7a3e48f8346c1d573c90027e88d957,,498.79307540763153,,498.79307540763153
0x013ea034087725b613ff537a4486fd3f17f9a61a,,,230.02493540310914,230.02493540310914
0x01418a943d22c987988084eab4751dc299903347,,,421.7536682510203,421.7536682510203
0x0141cd9a56421a6f49540bdbf1066ba5767ccdca,3742.915771421119,,253.5253673747337,3996.441138795853
0x0141e035d473d805d6927ec3d61bd6bc1bd8956d,,,378.48969210814295,378.48969210814295
0x014291081a66ce1eb3a61931b94d5441c39d31b5,,,174.6706718317316,174.6706718317316
0x01450968cc2be311c44cc43e753ae5381396717d,,641.876093976846,399.2172174520403,1041.0933114288864
0x0146a6d97646edd83992879771c653a9c7de1280,,473.14772983804187,,473.14772983804187
0x014d9134a28fc850c41bc35a24bf065505e0c0c4,,341.7411566137982,,341.7411566137982
0x0150eddcae336f6a8b4c1cd5403ed4366d91c4c3,,,173.64214744678728,173.64214744678728
0x0152bcaf281092eea0ab785d96668c455129b932,,429.824097741967,,429.824097741967
0x0152cf0a4badbd57f406ab2037c304dd5f463edb,,3129.5519128023693,,3129.5519128023693
0x0154f82f7f3382ebd46fedee797d0ed6253629e5,,,177.8284141142217,177.8284141142217
0x0156d2e8d8ea5cc5ed5eac798274fdf257f89d91,,367.13550885190125,,367.13550885190125
0x015abb7772b205cda7bd597f7d77d64bde379fe4,,,476.48967537462863,476.48967537462863
0x015b220f7aafa583be2052e34ff5822b7cb2e009,,849.9467596273121,1367.1383251631078,2217.08508479042
0x015dd89756caef5460f2242a1dde91322235eed1,,,572.1775724133303,572.1775724133303
0x0160ce904de4849e138fc1fce42650ba5a7e3cdf,,2993.202479350115,1922.3241471431593,4915.526626493274
0x016130dce34d22fe88cdac845b3edc4bfb044044,,435.63967910912135,,435.63967910912135
0x01621525a352f30b38d28da5a4e14186062d3ab4,,456.0579422875086,,456.0579422875086
0x0163b1e5278c62a9f105565097ec5924aa625dea,,,283.2895233453368,283.2895233453368
0x0166e8cf9fb03d2847ca793dcb7872b209f747d5,,,298.93411888374845,298.93411888374845
0x0168cbaf13b4a1340c636f9fae0ee1caac98bdad,,,183.72436176183498,183.72436176183498
0x0168d7d3839e2e2112921991ead7e8e512ee86d0,,1507.5099603524193,248.6598099755304,1756.1697703279497
0x016a6e6e851850957f0611d789619f7df330b662,,,620.4947226102774,620.4947226102774
0x016aa62cce13e770eddb51414e3c331c4f2e6938,,,261.8550685059542,261.8550685059542
0x016bd0589017884e3ae74e408612fbb4877f8cc9,,,354.04821748229796,354.04821748229796
0x016c2cfb26369ce265802f24c9dc8bc2763ac8f1,,,463.5644403539993,463.5644403539993
0x016faded7986face4acb5472e0bd4776c28afbee,,,188.45047586650873,188.45047586650873
0x016fedcc16f9e8018a01cd27df799a879fcf54e1,,,493.3821462936727,493.3821462936727
0x01714539170a8af8d1b3794a7a4de7523e7a2fc3,,,271.82025255851386,271.82025255851386
0x01730f5bbce32b48d34ddcca5e3558f610359866,,337.35913331167734,516.2383662060563,853.5974995177337
0x0175230de33d974dcdf73bd742ecd063d28f0588,,439.2935187201558,,439.2935187201558
0x01779f981e731ab1eb644939683bd4a8ca1cf4a8,1897.6196099822555,,,1897.6196099822555
0x017b0a3c9f52dbd7faae3716a0bf83f97dd8a24c,1797.8337559484771,,,1797.8337559484771
0x017ccc38d4ded3c9194bb40a02e16a417bd175eb,,330.4067810466001,,330.4067810466001
0x017d2741655455b7f477d35f24e98a80fde1114c,,,193.35740472822212,193.35740472822212
0x017e584e8e30b67da99cee39430cb60ca8c991ce,,,295.1318325097009,295.1318325097009
0x017e6da217aef5fbf776237f27356eeffd6f7f5b,,479.20111430347833,,479.20111430347833
0x017ed90bcb89eaf1fe5be40ca9380000fe7e694e,,,172.23054487520392,172.23054487520392
0x018095eb914f0ca0aeaed911abf293d17af11076,,,162.95219790557798,162.95219790557798
0x018193d3653e6882448815213f492aea268974b5,,,699.2210312764339,699.2210312764339
0x0181abd5311eea50534bb669491abd5c4d93e9d7,,,570.4304391217919,570.4304391217919
0x0184d13a18e74f4383035f6cc46f2e53b8afda44,,,1241.857379406484,1241.857379406484
0x0186bcde98615ec751e2bb849c1736e65decf666,,1522.524387277474,,1522.524387277474
0x0188050b780055a109fd498df097f53592f71ee4,,356.7921889337338,,356.7921889337338
0x018835c0c19113fa18ffdfa6757d3b88c6be1efb,,,223.72579297454314,223.72579297454314
0x0188a2b9b1089efb10e54824fef5e9c17b6b7ffa,,401.06656790028546,,401.06656790028546
0x0188fff492fbf832b83f588b2ad7c8911b6e0e4a,,815.4421459191245,,815.4421459191245
0x01895633d2266e1ab31b4a3dafc9c66cfb366a49,,,159.98760885066255,159.98760885066255
0x018a494f98030df5b47e50fc379e66955fd28d36,,,604.9802030377251,604.9802030377251
0x018e447264fe93c3c21cef15fc0004a75fa4ed27,,,218.4288685556804,218.4288685556804
0x0190a6d93794634a5d04e14a0182a9c62f53d8d4,,,308.647346856403,308.647346856403
0x0190d4309efba0f149b85cdbdbc3e9d9655a5f92,,,209.96843560173568,209.96843560173568
0x019452a3f6b476ec911dc19b749042be8769e130,,,221.35873656961758,221.35873656961758
0x019471c01dac9e90b077fd496b9ec70848b34c65,,,476.65810597579275,476.65810597579275
0x0194a54de4a363e21a3ae6476d101001b88286d6,,,185.7284399848239,185.7284399848239
0x0196b3e513fff8f9aa47917d5fa0733ed5df63af,,,177.53675910493922,177.53675910493922
